generations,final_size,final_speed,final_carnivore,final_personality,max_size,total_lifespan,avg_reproductions
1,24.662936005741358,3.4987375601484603,False,egoista,24.662936005741358,0.8268191888470044,1.0
1,42.21139721944928,3.439588240437507,True,conservadora,42.21139721944928,2.288319026571193,2.0
1,21.602579925209284,4.785094200389835,True,egoista,21.602579925209284,0.22065678369300545,1.0
2,30.534286581416893,4.530232862365994,True,conservadora,31.248658325523138,12.812647776642972,0.5
1,26.972861915826797,4.1616462136832295,False,egoista,26.972861915826797,2.646491569363899,0.0
1,24.606299314647913,1.080866336164636,True,conservadora,24.606299314647913,0.4543859542124696,0.0
1,14.193835776299238,3.061302389234381,True,egoista,14.193835776299238,0.27438028425440203,1.0
1,23.83960448205471,4.46451404106238,False,egoista,23.83960448205471,1.4646414851890646,0.0
3,21.237652473408243,5.993570640630818,False,egoista,21.237652473408243,9.741279119464489,1.6666666666666667
1,26.385196410119534,3.412123980079923,False,neutral,26.385196410119534,31.311555351670325,1.0
1,15.312338512390852,3.7402307276448297,True,conservadora,15.312338512390852,2.847758101034387,0.0
1,25.592372991144657,3.3502901470385607,False,conservadora,25.592372991144657,0.4709294882034533,2.0
1,23.5541456900537,3.7101729203115497,False,conservadora,23.5541456900537,0.966978132318774,0.0
1,20.875618632882833,4.419276786884588,False,conservadora,20.875618632882833,3.0273162057901826,4.0
2,25.376744451596323,3.2462214864493637,True,neutral,25.376744451596323,5.30715131561099,1.0
1,29.305086079984903,3.2846694969489816,False,egoista,29.305086079984903,1.3433652582747737,0.0
1,24.122391279786825,2.6710059304436626,True,egoista,24.122391279786825,0.6783418255214444,0.0
1,29.50847978144884,2.3803908666562954,False,conservadora,29.50847978144884,3.948408169457754,1.0
1,30.95569035410881,3.943982001146313,False,conservadora,30.95569035410881,0.660414556854463,1.0
3,19.406754336581585,5.09240734310303,False,conservadora,22.531589034944773,9.358451356970065,0.3333333333333333
4,18.222199599027093,1.7691653252197377,False,conservadora,20.452757950872183,10.302626619375125,1.0
1,29.316305123269558,3.4198398678068753,False,conservadora,29.316305123269558,2.1768973227484145,1.0
1,30.246984388679266,2.7408478884483665,True,conservadora,30.246984388679266,0.3681813600702146,0.0
1,23.738884765654802,3.9893195773191326,True,conservadora,23.738884765654802,5.236516569061818,0.0
1,15.839247941970825,5.229221986415226,False,egoista,15.839247941970825,11.36505795196753,0.0
1,22.117373436689377,3.43981984608219,False,neutral,22.117373436689377,0.30069367479920595,1.0
3,20.81828290894584,2.458820140704958,False,conservadora,25.838984671980143,16.232489885081492,1.0
1,19.399711471050978,4.143071188916854,False,neutral,19.399711471050978,1.6178087631912075,0.0
1,32.39358386024833,3.7596318344366058,False,neutral,32.39358386024833,13.455249753252167,0.0
1,28.908338144421577,3.227245614180147,True,conservadora,28.908338144421577,0.9882372737252283,0.0
1,22.180712778121233,1.793126107969649,False,neutral,22.180712778121233,1.201216720648986,0.0
1,32.731192514300346,3.386472284056681,False,egoista,32.731192514300346,0.3509840195333205,0.0
1,13.257146410644054,2.4555715644072884,False,conservadora,13.257146410644054,11.94491842987086,0.0
1,26.033328626304865,2.3825050117339193,False,conservadora,26.033328626304865,1.9468336406473767,0.0
1,20.511786449700594,4.057185525751057,False,conservadora,20.511786449700594,10.383266002294047,0.0
1,17.404535822570324,4.080694646193015,True,conservadora,17.404535822570324,4.939726740551708,0.0
1,23.220210272818804,1.933027668595631,True,egoista,23.220210272818804,0.9027867433202158,2.0
1,36.54000838473439,5.0866004245358845,False,neutral,36.54000838473439,2.083801331393072,1.0
1,26.7908033169806,3.0016081115523074,False,conservadora,26.7908033169806,5.76966346652814,0.0
1,12.503165498375893,2.5584161874951965,False,conservadora,12.503165498375893,0.20000495780933228,0.0
3,15.53038766151188,2.8470793844506925,False,egoista,16.316808471785883,5.574698922166751,0.6666666666666666
2,34.63788822738479,2.4960183958081896,True,neutral,34.63788822738479,11.261820777759214,1.5
1,27.753271467983723,2.2939019730990333,False,egoista,27.753271467983723,2.997960544530675,1.0
1,34.27166763320565,2.257780865515186,False,egoista,34.27166763320565,6.810554376004735,1.0
1,28.331366304308176,2.094828536546239,True,neutral,28.331366304308176,5.781478182965342,0.0
1,23.484503135085106,4.3101742126000575,False,egoista,23.484503135085106,7.149041158472354,1.0
3,19.089149988003545,3.152608149675817,False,egoista,19.089149988003545,24.456964581739655,1.3333333333333333
1,24.361589942127466,3.8152075181512277,False,neutral,24.361589942127466,8.452470666056755,2.0
2,31.04217359097986,3.8837175084981785,False,egoista,31.04217359097986,10.737515826482584,1.5
2,16.762447501420397,2.377098268703872,True,conservadora,17.77662143483758,6.3597657047939915,0.5
1,15.994568321853876,3.5033307862682426,True,neutral,15.994568321853876,0.02567574688435936,2.0
2,26.978855599847464,2.494601740299544,False,conservadora,26.978855599847464,9.217936336533366,0.5
2,34.05958881473261,2.9407027051590697,False,neutral,34.11705096811056,6.179746824074393,0.5
3,19.735959682116732,5.611134097853413,False,egoista,22.25206778723927,24.335435774337707,1.3333333333333333
1,34.295073948800564,1.5801856219056352,True,conservadora,34.295073948800564,2.1662425022122593,0.0
1,30.555760104209185,2.9867211994410634,True,neutral,30.555760104209185,0.061036924010308774,2.0
1,33.36179606243968,6.104330867337082,True,egoista,33.36179606243968,1.566560107136946,1.0
1,27.326902247965336,2.8335408218199754,False,neutral,27.326902247965336,0.46852148126979504,2.0
1,33.98284763842821,2.8955215686796434,False,conservadora,33.98284763842821,17.024658038867024,2.0
1,20.944928530603647,2.979434724114341,True,neutral,20.944928530603647,14.26813240756038,2.0
2,33.13336735943951,2.9436287360994142,False,neutral,33.13336735943951,6.174905284067117,0.5
1,19.25062320381403,2.1522329346211424,False,conservadora,19.25062320381403,0.16002071234844248,2.0
1,31.858646050095558,3.470600640614698,False,neutral,31.858646050095558,4.683434433643752,0.0
1,18.532235078513622,2.7320697508153096,False,neutral,18.532235078513622,0.3081715116139879,2.0
1,34.26664726436138,3.7407639510824535,True,conservadora,34.26664726436138,0.06391736901356289,1.0
1,21.330426059663296,3.8990367069642202,False,egoista,21.330426059663296,2.9951805847258237,2.0
1,24.099997278302908,3.735096175922832,False,egoista,24.099997278302908,15.590908035515033,2.0
1,28.06081822887063,2.737979418257036,False,conservadora,28.06081822887063,0.10251999106696039,2.0
1,28.011349011212587,3.700465241784817,False,conservadora,28.011349011212587,18.00080446118055,2.0
1,24.635980367660522,2.5147669477438472,False,conservadora,24.635980367660522,1.7942512320623507,4.0
1,30.643210027366877,3.964564214190049,False,neutral,30.643210027366877,7.015749039337006,0.0
2,32.83384000019064,2.961917292168867,True,neutral,33.94121753796935,9.998645909539633,0.5
1,28.271746836602688,4.878639606679759,False,conservadora,28.271746836602688,8.616623583637923,2.0
2,21.536010547366143,3.2612810281679496,False,conservadora,22.79470892623067,2.5536884307495686,0.5
1,22.139045488089323,3.5293962661041935,False,egoista,22.139045488089323,0.22217361623588994,0.0
1,18.839295148849487,3.888944687331955,True,egoista,18.839295148849487,35.237129819514514,0.0
2,25.659754573971416,4.851735451627165,False,conservadora,27.514346204698086,21.374419564479297,1.0
1,23.153939474374056,2.671999328254236,False,egoista,23.153939474374056,0.8891556950992945,0.0
1,20.270546458661556,2.640184747841511,False,egoista,20.270546458661556,0.34335617056744266,1.0
1,32.6869750097394,3.289406383477614,False,conservadora,32.6869750097394,6.654361277254728,0.0
1,27.63284008949995,2.6812287881598698,False,neutral,27.63284008949995,2.2801421842550194,0.0
1,30.066103376448154,3.709883117285765,False,conservadora,30.066103376448154,0.3004407534609787,1.0
2,32.737055094828385,2.98185858451107,False,conservadora,32.737055094828385,4.0260699346877,0.5
1,24.098242737352848,3.2694055551768653,False,egoista,24.098242737352848,0.5199704937444818,1.0
1,31.622207887470722,3.510053502317902,False,conservadora,31.622207887470722,0.009621688044410203,0.0
1,31.788609098643064,3.1611301767465223,True,conservadora,31.788609098643064,5.30735226622749,1.0
1,26.50272861495614,1.8824016080044108,False,conservadora,26.50272861495614,1.0008848239449013,1.0
1,14.170069877058268,2.1026749010386627,False,neutral,14.170069877058268,2.624162119178259,0.0
1,36.23110591992736,2.860276005762194,False,egoista,36.23110591992736,3.197094530767491,0.0
2,25.13170861648218,3.844160460278184,False,egoista,25.13170861648218,13.632589044957136,0.5
1,30.334389239549637,2.0311573920037924,False,egoista,30.334389239549637,10.213908992599679,1.0
1,19.77955672517419,2.076787868856565,False,egoista,19.77955672517419,13.574602352863277,0.0
1,33.64402240142226,3.59847888887905,False,conservadora,33.64402240142226,9.138790041282892,2.0
1,24.716847207397223,2.607390845740535,False,egoista,24.716847207397223,2.201695271613304,2.0
1,24.355392917990685,1.7898723850509488,False,neutral,24.355392917990685,1.9783304955247065,1.0
1,24.976766616106033,3.5634667646552134,False,conservadora,24.976766616106033,0.03955389584924954,2.0
3,33.140772251997426,3.098381884671463,False,neutral,38.18923914018355,28.07534072680146,0.6666666666666666
1,38.596415646374226,2.7830694571190757,True,conservadora,38.596415646374226,8.388767499097339,2.0
1,22.528925746679306,3.107134581903892,True,egoista,22.528925746679306,4.570986133998005,1.0
1,26.86456961557269,3.5169229683035312,False,conservadora,26.86456961557269,1.7618100837161208,0.0
1,20.660525158047676,1.1360460137546404,True,egoista,20.660525158047676,8.818557861346976,1.0
1,25.846708826720715,2.4004259947572013,False,neutral,25.846708826720715,7.312795257489366,0.0
1,23.3502184972167,3.8264223204502654,False,conservadora,23.3502184972167,0.8495108856265822,0.0
1,22.87405499815941,2.781172418128139,False,conservadora,22.87405499815941,0.4289844791549736,0.0
1,26.36750791966915,4.3584561921655816,False,neutral,26.36750791966915,0.01267385621088998,2.0
1,19.84420334175229,4.904551299649942,False,egoista,19.84420334175229,0.4609297554011561,0.0
2,14.036149752529694,3.151925153898861,True,conservadora,16.85034292936325,26.98934798123211,0.5
2,16.609425835886366,0.9141683892110943,False,neutral,17.18897456303239,17.760315254887665,1.0
3,23.46322188345811,5.678456382588175,True,neutral,23.46322188345811,15.384400944453445,1.3333333333333333
1,28.513801157474518,4.151183081963089,False,egoista,28.513801157474518,0.37819044747796793,0.0
1,23.502867180854082,2.8698195484929907,False,neutral,23.502867180854082,2.6012995635885257,1.0
1,18.476392939686775,2.043866130804414,False,conservadora,18.476392939686775,7.22247984123542,2.0
2,14.725890185721042,2.2277670211836433,True,egoista,14.725890185721042,6.425455215637916,0.5
1,27.977819975465536,3.866816027918703,True,conservadora,27.977819975465536,3.192312467172967,2.0
1,31.250251282006502,3.0979002266379254,False,neutral,31.250251282006502,10.188603412878578,1.0
1,31.12667914107442,2.7395809280682952,False,conservadora,31.12667914107442,2.4863614537390126,2.0
1,29.270582400262356,3.6126010514006053,False,egoista,29.270582400262356,3.817850307424654,0.0
1,24.272797714918852,3.010013601932717,False,egoista,24.272797714918852,10.955772111675856,3.0
1,19.918254174292088,3.5350617562992444,False,neutral,19.918254174292088,1.1903357914341015,1.0
1,24.9625448808074,3.348621173232666,False,neutral,24.9625448808074,10.755803885203303,0.0
1,27.1382861956954,3.8348830375146687,False,neutral,27.1382861956954,0.26417551456774363,0.0
1,28.05711356550455,3.4936815071215253,False,neutral,28.05711356550455,3.179303175254641,0.0
1,26.9643944054842,1.6738113369552448,False,conservadora,26.9643944054842,0.04582914996847102,0.0
1,20.616386592388153,2.1323221586615855,False,neutral,20.616386592388153,1.969118199172565,0.0
1,19.673520792275667,3.189815693413635,False,conservadora,19.673520792275667,1.2555281108347474,1.0
1,16.510159764438868,2.4444400104414687,False,conservadora,16.510159764438868,14.172795174640909,0.0
1,30.12892708554864,2.8067638126195495,True,conservadora,30.12892708554864,4.171724349744121,1.0
1,34.34464766085148,4.792370119132025,True,neutral,34.34464766085148,0.03443559778273941,1.0
1,18.810444731265306,1.0002198091429952,False,egoista,18.810444731265306,4.44891559702287,0.0
1,37.78544904664159,3.690772734776152,False,conservadora,37.78544904664159,0.21194327105698904,1.0
1,26.052602853626013,1.3197188764468086,False,egoista,26.052602853626013,1.2892271432590972,1.0
1,24.003792870789766,3.7687752739702054,False,egoista,24.003792870789766,0.01609200468500679,1.0
1,38.800123658031225,3.7197873393734815,True,egoista,38.800123658031225,12.082209870324405,0.0
2,28.316242119870022,3.3609287180594074,False,conservadora,28.316242119870022,1.0150089631137849,0.5
1,23.563028652220964,5.3357648033525695,False,neutral,23.563028652220964,0.8261289242345584,0.0
1,28.41874062269926,3.4482477814728028,False,egoista,28.41874062269926,0.5484254622467283,0.0
2,11.265092787821391,1.3859983253770145,True,egoista,11.654039699584246,4.5779816001284885,0.0
1,21.488507449626923,2.781312087542413,False,neutral,21.488507449626923,2.9450184365857695,0.0
1,25.888072054833174,2.073111264980815,False,conservadora,25.888072054833174,8.668733561502876,1.0
1,31.48880724236369,3.4381922474819704,True,conservadora,31.48880724236369,16.44947220308084,1.0
1,20.899279467761517,3.8128697355137597,False,egoista,20.899279467761517,1.0010711140446487,2.0
1,18.795406132936478,2.6185058768022476,False,neutral,18.795406132936478,11.280109827666431,2.0
1,34.911122269928455,2.234458924733751,False,neutral,34.911122269928455,3.4540847098954384,2.0
1,27.100118424743414,3.437716364759911,False,conservadora,27.100118424743414,4.8788452521692145,0.0
2,23.122789437322176,2.2211296881694236,False,conservadora,23.122789437322176,31.88850265281622,1.5
1,10.031077694147825,3.818741716014462,False,egoista,10.031077694147825,26.413058905991633,1.0
2,11.026307542054791,4.528449009948049,False,egoista,12.490752901881933,3.0388665041328196,1.0
1,25.87126364186406,2.6811585172217884,False,conservadora,25.87126364186406,0.10764124655984726,3.0
1,22.000363145023584,3.625342013223876,False,neutral,22.000363145023584,10.473889095943495,2.0
1,22.95578609779477,2.572440608179818,False,neutral,22.95578609779477,1.8747470848258712,0.0
1,32.66172060370445,2.175405538985781,False,conservadora,32.66172060370445,6.500732072482807,0.0
1,22.9931646771729,2.128788384416559,False,conservadora,22.9931646771729,0.5481203327707244,2.0
1,24.353811774402857,4.5416822228098015,True,egoista,24.353811774402857,2.480762445229916,0.0
1,28.746701322495937,2.6567645310632737,True,conservadora,28.746701322495937,0.2363377293629761,3.0
1,26.953990999609232,2.567558879180569,False,conservadora,26.953990999609232,2.955352717586908,0.0
1,23.2967229783535,2.4613597618832874,True,egoista,23.2967229783535,4.809191553186074,0.0
1,39.89961456134915,4.345155462206422,True,egoista,39.89961456134915,6.948159700054733,1.0
2,29.580618178235152,3.794055283329812,False,conservadora,29.580618178235152,3.082610502574687,0.0
2,12.713662128456601,4.96615780570719,False,neutral,14.729984767735004,45.77122552774145,2.5
2,12.134363917103101,4.955429177622526,False,egoista,12.204585213214159,2.9671193727904477,1.0
1,26.487908009439707,2.4277668098571468,False,neutral,26.487908009439707,4.610634172346596,1.0
1,18.622637540102005,2.775645561482814,False,conservadora,18.622637540102005,1.020044051263102,0.0
1,26.820930134505033,3.373994345407907,False,conservadora,26.820930134505033,2.2467338498496514,0.0
1,23.841606501489878,3.2572852500208698,False,conservadora,23.841606501489878,2.0492921101882255,3.0
1,16.678834658116102,2.7228883273867712,False,conservadora,16.678834658116102,0.3259474775618166,0.0
1,11.522064505144954,3.4910079581581654,False,conservadora,11.522064505144954,0.17558919287005778,2.0
2,23.27000086843557,2.3145315073173442,False,egoista,23.6282303519547,7.715723036108363,0.0
1,18.565901093184948,4.02922364568707,False,neutral,18.565901093184948,0.8829560402925165,1.0
1,27.29916588962078,2.0618002952104266,False,conservadora,27.29916588962078,0.7019749471518342,2.0
5,20.84982214384237,5.41592046731801,False,egoista,25.578808769583702,38.97969997326312,0.4
1,27.020174834877253,3.1758231420047554,True,conservadora,27.020174834877253,10.620151800089896,1.0
2,10.623046062425239,3.4054584773015533,True,neutral,13.875847462564707,7.989363462106391,1.0
2,25.483820080274203,2.1402345330410273,False,conservadora,26.72858641296625,14.091873110809527,0.5
2,10.102092233881764,1.1436980496035773,False,egoista,10.132303427904844,13.934448935921328,1.0
1,28.22391875460744,3.2982690285147775,True,neutral,28.22391875460744,7.391397782505675,0.0
2,35.64988060296877,3.9342483251196616,False,neutral,35.64988060296877,22.935148281304944,0.0
1,35.24102879688144,5.4389995322262665,False,conservadora,35.24102879688144,43.5600598456406,1.0
2,29.271316132234137,4.188664668260447,True,egoista,31.535381261259317,10.382036992080533,0.5
1,23.431400645524263,3.2107367794370805,False,neutral,23.431400645524263,0.4277296083880861,2.0
1,17.51365913078189,2.281846635832106,False,neutral,17.51365913078189,14.846494552804593,2.0
1,15.3499914444983,3.818714622991751,False,conservadora,15.3499914444983,0.9819131438578149,0.0
1,23.39427999407053,2.2221134790655017,False,conservadora,23.39427999407053,5.935963003490539,1.0
1,34.09430631622672,2.4015134156786977,True,conservadora,34.09430631622672,10.87241283702551,4.0
1,34.257263235747814,4.786490015134291,False,conservadora,34.257263235747814,6.647583583355109,0.0
2,31.220781049240205,5.51595407295688,True,neutral,31.220781049240205,29.14599481861542,2.0
1,24.403906371444464,1.0301541040565882,True,conservadora,24.403906371444464,3.7454630390023538,0.0
1,24.2464594617486,3.6967671452507425,False,conservadora,24.2464594617486,0.8960279376635705,0.0
1,24.138891775161028,2.5358010470755827,True,conservadora,24.138891775161028,0.053225386138251014,1.0
1,22.672593589872122,2.9176432924139952,False,egoista,22.672593589872122,4.0213940207000345,0.0
2,11.52141145976421,2.4125141055330706,True,egoista,11.52141145976421,13.519629219017506,2.0
1,28.83631367608905,2.235334258876152,False,conservadora,28.83631367608905,2.8338511900999905,0.0
1,21.046819549053907,4.309264901241163,True,neutral,21.046819549053907,5.092058117761955,3.0
1,12.681794613599777,2.640315485669285,False,neutral,12.681794613599777,14.429981758304509,2.0
1,26.66772174090147,2.9106578304248796,True,conservadora,26.66772174090147,1.5841660991595572,2.0
2,17.661817398891863,3.3307856563484295,False,conservadora,17.661817398891863,21.887116924008232,0.0
2,24.54748385164425,1.5476216835984749,False,neutral,24.96610688045621,12.146305577690173,1.0
1,24.321972135454416,4.785163954523274,False,conservadora,24.321972135454416,20.979881711096734,1.0
1,26.06254268437624,2.620701117155435,True,conservadora,26.06254268437624,5.862681636361101,1.0
1,20.770573053508997,2.0111388661535425,False,neutral,20.770573053508997,1.4012943697949056,1.0
1,31.026841886341572,3.765080293280095,False,conservadora,31.026841886341572,4.730722754110747,1.0
1,18.303887140005827,4.031994578459727,False,egoista,18.303887140005827,8.71059785997941,1.0
1,12.822688225656748,1.8968445363653104,False,conservadora,12.822688225656748,5.199431878009776,0.0
1,22.138926301151514,3.502417762196768,False,conservadora,22.138926301151514,2.9942362556538646,2.0
1,30.721494119614363,3.229227350322389,True,conservadora,30.721494119614363,24.120653671779603,1.0
1,14.429918710142374,3.4997408039500417,False,conservadora,14.429918710142374,8.739772897161206,2.0
3,22.420684060056285,2.517566968127033,False,neutral,22.420684060056285,4.865647272438464,0.3333333333333333
1,23.904883336275816,2.422643297454979,True,neutral,23.904883336275816,1.856626452511964,1.0
1,16.86744712293148,4.087129744522404,False,egoista,16.86744712293148,18.002627287673313,1.0
1,21.513271778821945,4.689424483590855,False,neutral,21.513271778821945,0.8382970231039923,2.0
1,27.84999279677868,3.178988116575362,False,conservadora,27.84999279677868,2.21445569214475,0.0
1,38.35434236377478,4.280394272482001,False,egoista,38.35434236377478,2.69709014978868,0.0
2,40.47471599468618,2.8965611084926755,True,conservadora,40.47471599468618,14.937799066904454,1.0
2,30.35480578289661,3.5555299087079684,False,egoista,30.35480578289661,4.457923233256862,1.0
1,23.944462284445763,1.7799800696647647,True,egoista,23.944462284445763,14.070382272019648,0.0
2,21.04082403296638,2.2228570662034333,True,conservadora,21.04082403296638,9.793632553917506,1.0
1,17.31657012924552,5.081763855954451,False,neutral,17.31657012924552,4.384686636782541,3.0
1,31.790562856942415,3.048756843437389,False,neutral,31.790562856942415,2.7200803525900654,0.0
1,29.90434231981635,1.9499254135577953,True,conservadora,29.90434231981635,9.93459528995441,1.0
1,25.38592454791069,2.8814453673748854,False,egoista,25.38592454791069,1.8806948778510992,0.0
1,22.244081374257803,2.9969881005962824,False,conservadora,22.244081374257803,0.41652071502002486,1.0
2,16.375176699874167,4.86949646122694,False,egoista,16.459403853863478,0.12184092612428561,1.0
2,35.283127643784276,2.356204295504701,False,neutral,35.283127643784276,1.9852846870290843,0.0
1,25.62356785312295,3.114495780853652,False,egoista,25.62356785312295,11.567189372997754,1.0
1,28.766220279037952,3.536798126860842,False,conservadora,28.766220279037952,0.14013368908513912,0.0
1,33.892324198037386,2.011987013768837,False,neutral,33.892324198037386,1.3334012322047537,0.0
1,19.726517032831907,4.637394958980904,True,egoista,19.726517032831907,3.147141008225435,1.0
1,28.563034899532795,1.8651099061070515,False,conservadora,28.563034899532795,1.3663217667043206,2.0
1,26.119942866265774,2.6580059066512565,False,conservadora,26.119942866265774,26.83222555848513,2.0
1,26.233623005449772,1.8880775102351353,False,conservadora,26.233623005449772,2.5353850685578245,2.0
1,29.529747121036053,3.885255276609019,False,conservadora,29.529747121036053,0.6097297782777721,1.0
1,30.486137688159943,3.922088375249954,False,conservadora,30.486137688159943,1.247311565023523,0.0
1,25.937305688858032,3.3564855755473197,False,conservadora,25.937305688858032,4.320139477099301,1.0
1,24.109147675335407,2.426077695618952,False,egoista,24.109147675335407,1.9835867465623522,1.0
1,22.113801572471857,1.9233521246941052,True,egoista,22.113801572471857,2.764922003725557,0.0
1,41.171864569187164,3.7255849314614573,True,egoista,41.171864569187164,4.746659236126334,2.0
1,23.94205217063427,1.9592752421736233,False,conservadora,23.94205217063427,0.2670521843323671,2.0
1,25.358962763100863,4.323343257179186,False,conservadora,25.358962763100863,1.942081723251151,1.0
1,21.200569801032543,3.321454391061413,False,conservadora,21.200569801032543,25.138737979117785,1.0
1,23.567823231220245,3.052950315702837,False,egoista,23.567823231220245,1.0786140861613795,0.0
2,23.858119229572146,1.3145491144760888,False,conservadora,24.70418417081237,4.521824600021924,0.5
1,43.65982827544212,3.906368928433676,False,neutral,43.65982827544212,11.44862611846006,1.0
2,26.951667666366234,2.8049135572810258,False,egoista,26.951667666366234,8.90460762059927,0.5
1,20.101354010403156,3.1920673171087435,False,egoista,20.101354010403156,0.334404413166948,0.0
1,27.636670634150505,3.8849877437300124,False,conservadora,27.636670634150505,2.3005084942656855,0.0
1,28.28213868290186,3.6226473828858428,True,conservadora,28.28213868290186,0.19488754158534644,1.0
1,23.191316675394773,2.0964878057986747,False,neutral,23.191316675394773,2.5780920267880667,1.0
1,25.362087287008762,2.3926433098604942,False,conservadora,25.362087287008762,0.640911670993497,0.0
1,13.765018288046122,2.6581385866257694,False,egoista,13.765018288046122,9.453749300262672,0.0
